subject_id,con,update,wgt_pun,wgt_rew
67,-0.394986488905449,0.0382801458517464,0.00671624907901369,0.0736575562624671
68,-0.387554986103721,0.0410173179749984,0.0075093298023767,0.0772825662606665
69,-0.387656630158484,0.0395368648379118,0.00735377644652858,0.0749935818263322
70,-0.390916946350172,0.0423211173619655,0.0072047200291922,0.0762245344489426
71,-0.385738487676399,0.0365750965736496,0.00704253467354522,0.0747509818852571
72,-0.385219026356931,0.0376593069150027,0.00741423940713841,0.075723552908688
73,-0.391419430518041,0.0403829199250862,0.00745374371652405,0.0746004273964251
74,-0.390914957479167,0.0434318381352798,0.00718445590506979,0.0753409230695857
75,-0.386020825229783,0.0389848026273779,0.00745370710324643,0.0744378532389324
76,-0.392712341433856,0.039790497356696,0.00713030918214251,0.0748067363102649
77,-0.38666620534296,0.0388966933429407,0.00677719996204032,0.0759634351314606
78,-0.386898061440199,0.0391375012783836,0.0070711042994589,0.0742146812507975
79,-0.388664479294011,0.0390102784188882,0.00707168353350136,0.0762220876683364
80,-0.391585714120152,0.0380387217959622,0.00658177556898173,0.0754076473724579
81,-0.385383909254339,0.0382029669791324,0.00758405759549496,0.0748961548292886
82,-0.388103535708165,0.0379124880630152,0.00749265473502796,0.0756799070659303
83,-0.387207904673192,0.0394370212293594,0.00697237448366986,0.0741690895970934
84,-0.393357563179898,0.0394033842166985,0.00774650995500438,0.0772871224241408
85,-0.3914831736799,0.0407253891196097,0.00749143601751533,0.0745549434695519
86,-0.386329352083415,0.0395562025081064,0.00746033099812218,0.0745931893342062
87,-0.392518203597684,0.0375065004167316,0.00687527301073788,0.0749548816728385
88,-0.390528753998084,0.0391245069675758,0.00711218321196003,0.0742849288491664
89,-0.385470110605448,0.0388132510449298,0.00716472665868209,0.0734350220882302
90,-0.386953600723108,0.0398831320058397,0.00683360477540089,0.0743312784851443
91,-0.392375312392751,0.0397147478578308,0.00667977545866916,0.0739034594554151
92,-0.387682065284685,0.0388840069478601,0.00750029651217796,0.0759450115781843
93,-0.388555746990004,0.0373395727397024,0.00700344523075357,0.0747380654267138
94,-0.392450534250935,0.0396929684977317,0.00733150864239712,0.0745876191142344
95,-0.380610093561402,0.0378660189626053,0.00714703129438314,0.07572469421179
96,-0.383895546965411,0.0385185458727531,0.00693094376260972,0.0749366875077729
97,-0.395309348978813,0.0404184791096789,0.00767920436452089,0.0757564733251485
98,-0.388766327093417,0.039003152873168,0.00712834881599376,0.0754495382183223
99,-0.390028315226294,0.0377127354608674,0.00722832303547376,0.075692167844069
100,-0.388866513620954,0.0382770371514189,0.00752295394277954,0.0743325673417331
